Instituição;Cod.IBGE;UF;População;Indicador_1;Nota_1;Indicador_2;Nota_2;Indicador_3;Nota_3;Classificação da CAPAG
Prefeitura Municipal de Nova Independência - SP;3533205;SP;3883;0,029636919;A;0,933806506;B;0,257201932;A;B
Prefeitura Municipal de Nova Iorque - MA;2107308;MA;4683;;n.d.;1,099014537;C;0,005415406;A;n.d.
Prefeitura Municipal de Nova Ipixuna - PA;1504976;PA;16499;0,324535385;A;1,05117341;C;0,622481966;A;C
Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;4333;0,022870132;A;0,919644505;B;0;n.d.;n.d.
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8172;0,517268493;A;0,929407453;B;26,52936009;C;C
Prefeitura Municipal de Nova Lacerda - MT;5106182;MT;;;n.d.;0,854523283;A;0,67463745;A;n.d.
Prefeitura Municipal de Nova Laranjeiras - PR;4117057;PR;11603;0,125007574;A;0,906758792;B;0,189507929;A;B
Prefeitura Municipal de Nova Lima - MG;3144805;MG;93577;0,054207177;A;0,802179664;A;0,002848339;A;A
Prefeitura Municipal de Nova Londrina - PR;4117107;PR;13225;0,800811385;B;0,956560645;C;0,10346612;A;C
Prefeitura Municipal de Nova Luzitânia - SP;3533304;SP;4041;0,001451034;A;0,904066219;B;0,04770244;A;B
Prefeitura Municipal de Nova Mamoré - RO;1100338;RO;29757;0,046678317;A;0,851160278;A;0,555274947;A;A
Prefeitura Municipal de Nova Marilândia - MT;5108857;MT;3249;0,003939851;A;0,903414504;B;;n.d.;n.d.
Prefeitura Municipal de Nova Maringá - MT;5108907;MT;8428;;n.d.;0,99139181;C;0,137499216;A;n.d.
Prefeitura Municipal de Nova Módica - MG;3144904;MG;3627;0,129382879;A;0,832676673;A;-237,0214735;C;C
Prefeitura Municipal de Nova Monte Verde - MT;5108956;MT;9078;0,028061961;A;1,006248478;C;0,048488382;A;C
Prefeitura Municipal de Nova Mutum - MT;5106224;MT;43919;0,110955228;A;0,847990172;A;0,040397045;A;A
Prefeitura Municipal de Nova Nazaré - MT;5106174;MT;3765;;n.d.;0,958574096;C;0,208173949;A;n.d.
Prefeitura Municipal de Nova Odessa - SP;3533403;SP;59371;0,092209162;A;0,896558986;A;0,026938642;A;A
Prefeitura Municipal de Nova Olímpia - MT;5106232;MT;20034;;n.d.;0,914058796;B;0,566857498;A;n.d.
Prefeitura Municipal de Nova Olímpia - PR;4117206;PR;5785;0,075547222;A;1,014449233;C;-0,10276135;C;C
Prefeitura Municipal de Nova Olinda - CE;2309201;CE;15520;0,250878934;A;0,850321154;A;0,786368744;A;A
Prefeitura Municipal de Nova Olinda - PB;2510204;PB;5978;0,454986827;A;1,019807131;C;3,030957782;C;C
Prefeitura Municipal de Nova Olinda - TO;1714880;TO;11719;0,087496311;A;0,947102732;B;1,09071078;C;C
Prefeitura Municipal de Nova Olinda do Maranhão - MA;2107357;MA;20774;0,001461889;A;1,009188659;C;;n.d.;n.d.
Prefeitura Municipal de Nova Olinda do Norte - AM;1303106;AM;36721;0,049466539;A;1,276990638;C;6,701202931;C;C
Prefeitura Municipal de Nova Pádua - RS;4313086;RS;2548;;n.d.;0,774701743;A;0,119291238;A;n.d.
Prefeitura Municipal de Nova Palma - RS;4313102;RS;6508;0,02979924;A;0,826916974;A;0,532016889;A;A
Prefeitura Municipal de Nova Palmeira - PB;2510303;PB;4840;0,266280019;A;1,017444416;C;1,248042487;C;C
Prefeitura Municipal de Nova Petrópolis - RS;4313201;RS;21156;0,009863147;A;0,956003675;C;0,128404295;A;C
Prefeitura Municipal de Nova Ponte - MG;3145000;MG;15280;0,044196709;A;0,173523472;A;0,310371292;A;A
Prefeitura Municipal de Nova Porteirinha - MG;3145059;MG;7504;0,194488098;A;0,984152858;C;0,308765781;A;C
Prefeitura Municipal de Nova Prata - RS;4313300;RS;26849;0,000103586;A;0,878787476;A;0,231209011;A;A
Prefeitura Municipal de Nova Prata do Iguaçu - PR;4117255;PR;10552;0,078575923;A;0,764547247;A;0,209368495;A;A
Prefeitura Municipal de Nova Ramada - RS;4313334;RS;2268;;n.d.;0,857282046;A;0,005296017;A;n.d.
Prefeitura Municipal de Nova Redenção - BA;2922854;BA;9115;0,795277386;B;1,02172157;C;;n.d.;n.d.
Prefeitura Municipal de Nova Resende - MG;3145109;MG;16610;0,117400064;A;0,913459192;B;;n.d.;n.d.
Prefeitura Municipal de Nova Roma - GO;5214903;GO;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Nova Roma do Sul - RS;4313359;RS;3661;0,007603027;A;0,81943328;A;0,032689251;A;A
Prefeitura Municipal de Nova Rosalândia - TO;1715002;TO;4215;;n.d.;0,966273101;C;0,053390159;A;n.d.
Prefeitura Municipal de Nova Russas - CE;2309300;CE;32262;0,052462844;A;0,938948894;B;;n.d.;n.d.
Prefeitura Municipal de Nova Santa Bárbara - PR;4117214;PR;4220;0,045508177;A;0,944020939;B;0,023881787;A;B
Prefeitura Municipal de Nova Santa Helena - MT;5106190;MT;3699;;n.d.;0,962993137;C;0,000136306;A;n.d.
Prefeitura Municipal de Nova Santa Rita - PI;2207959;PI;4365;0,257600049;A;0,941166094;B;2,976376213;C;C
Prefeitura Municipal de Nova Santa Rita - RS;4313375;RS;28670;0,014455718;A;0,763261905;A;0,049525737;A;A
Prefeitura Municipal de Nova Santa Rosa - PR;4117222;PR;8171;0,140868738;A;0,914457322;B;0,05536166;A;B
Prefeitura Municipal de Nova Serrana - MG;3145208;MG;99770;0,236920925;A;0,954057395;C;13,0152681;C;C
Prefeitura Municipal de Nova Soure - BA;2922904;BA;24493;0,702597963;B;1,004809369;C;2,045540113;C;C
Prefeitura Municipal de Nova Tebas - PR;4117271;PR;5856;0,159974128;A;0,959096663;C;0,513124321;A;C
Prefeitura Municipal de Nova Timboteua - PA;1505007;PA;15218;;n.d.;0,899600626;A;;n.d.;n.d.
Prefeitura Municipal de Nova Trento - SC;4211504;SC;14312;0,038700951;A;0,87401913;A;0,004331387;A;A
Prefeitura Municipal de Nova Ubiratã - MT;5106240;MT;11694;0,020021301;A;0,901765216;B;0,061713326;A;B
Prefeitura Municipal de Nova União - MG;3136603;MG;5718;0,053896555;A;1,011852013;C;0,646145177;A;C
Prefeitura Municipal de Nova União - RO;1101435;RO;7047;0,165115156;A;0,849727764;A;0,008963922;A;A
Prefeitura Municipal de Nova Venécia - ES;3203908;ES;49780;0,045194817;A;0,953113436;C;0,465188091;A;C
Prefeitura Municipal de Nova Veneza - GO;5215009;GO;;;n.d.;0,971464772;C;1,186921645;C;n.d.
Prefeitura Municipal de Nova Veneza - SC;4211603;SC;14987;0,069989847;A;;n.d.;-0,034794809;C;n.d.
Prefeitura Municipal de Nova Viçosa - BA;2923001;BA;42950;0,381962541;A;0,899724272;A;0,771673015;A;A
Prefeitura Municipal de Nova Xavantina - MT;5106257;MT;21231;0,064364558;A;0,919500022;B;8,962802712;C;C
Prefeitura Municipal de Novais - SP;3533254;SP;5712;0,089091947;A;0,980444553;C;2,221746855;C;C
Prefeitura Municipal de Novo Acordo - TO;1715101;TO;4287;0,327504246;A;0,994111821;C;;n.d.;n.d.
Prefeitura Municipal de Novo Airão - AM;1303205;AM;18974;;n.d.;0,963787594;C;3,429040958;C;n.d.
Prefeitura Municipal de Novo Alegre - TO;1715150;TO;2332;0,000609098;A;0,971455101;C;0,137089468;A;C
Prefeitura Municipal de Novo Aripuanã - AM;1303304;AM;25237;0,06338002;A;1,26693456;C;1,636973338;C;C
Prefeitura Municipal de Novo Barreiro - RS;4313490;RS;4154;0,281453254;A;0,87119622;A;3,993464706;C;C
Prefeitura Municipal de Novo Brasil - GO;5215207;GO;2985;;n.d.;0,954513969;C;;n.d.;n.d.
Prefeitura Municipal de Novo Cabrais - RS;4313391;RS;4169;;n.d.;0,978383244;C;0,22219711;A;n.d.
Prefeitura Municipal de Novo Cruzeiro - MG;3145307;MG;31326;0,202585341;A;0,957977907;C;2,120860043;C;C
Prefeitura Municipal de Novo Gama - GO;5215231;GO;113679;0,614913133;B;0,940719938;B;0,184751805;A;B
Prefeitura Municipal de Novo Hamburgo - RS;4313409;RS;246452;1,039641384;B;0,948739183;B;2,827865161;C;C
Prefeitura Municipal de Novo Horizonte - BA;2923035;BA;12241;0,300276427;A;0,970263488;C;1,03228165;C;C
Prefeitura Municipal de Novo Horizonte - SC;4211652;SC;2481;0,041454101;A;0,81777249;A;2,98703E-05;A;A
Prefeitura Municipal de Novo Horizonte - SP;3533502;SP;40680;0,154172931;A;0,950306905;C;0,191133937;A;C
Prefeitura Municipal de Novo Horizonte do Norte - MT;5106273;MT;3985;0,033379935;A;0,942375783;B;2,331135379;C;C
Prefeitura Municipal de Novo Horizonte do Oeste - RO;1100502;RO;8751;0,416422083;A;5,673012926;C;0,776629916;A;C
Prefeitura Municipal de Novo Horizonte do Sul - MS;5006259;MS;3947;0,029155918;A;0,950621164;C;0,29549106;A;C
Prefeitura Municipal de Novo Itacolomi - PR;4117297;PR;2848;0,084476774;A;0,949928507;B;0,012411982;A;B
Prefeitura Municipal de Novo Jardim - TO;1715259;TO;2698;0,026169208;A;0,916571532;B;0,037523628;A;B
Prefeitura Municipal de Novo Lino - AL;2705606;AL;;;n.d.;1,039832753;C;;n.d.;n.d.
Prefeitura Municipal de Novo Machado - RS;4313425;RS;3394;0,027592408;A;0,831393901;A;0,079566162;A;A
Prefeitura Municipal de Novo Mundo - MT;5106265;MT;8990;;n.d.;0,934586089;B;-0,565926426;C;n.d.
Prefeitura Municipal de Novo Oriente - CE;2309409;CE;28557;0,514279984;A;0,948427586;B;0,105745225;A;B
Prefeitura Municipal de Novo Oriente de Minas - MG;3145356;MG;10731;0,017215224;A;0,995509273;C;;n.d.;n.d.
Prefeitura Municipal de Novo Oriente do Piauí - PI;2206902;PI;6575;;n.d.;1,054156858;C;0;n.d.;n.d.
Prefeitura Municipal de Novo Planalto - GO;5215256;GO;4445;0,447390781;A;0,997269729;C;6,158893909;C;C
Prefeitura Municipal de Novo Progresso - PA;1505031;PA;25758;0,192730713;A;0,983877031;C;1,395205758;C;C
Prefeitura Municipal de Novo Repartimento - PA;1505064;PA;74602;0,174481424;A;0,945349534;B;0,158298926;A;B
Prefeitura Municipal de Novo Santo Antônio - MT;5106315;MT;2574;0,01986907;A;;n.d.;0,189914104;A;n.d.
Prefeitura Municipal de Novo Santo Antônio - PI;2206951;PI;2979;0,127828062;A;0,961609201;C;2,442622426;C;C
Prefeitura Municipal de Novo São Joaquim - MT;5106281;MT;5199;0,028192363;A;0,921771132;B;0,207310423;A;B
Prefeitura Municipal de Novo Tiradentes - RS;4313441;RS;2223;0,032343087;A;0,817443193;A;0,033361728;A;A
Prefeitura Municipal de Novo Triunfo - BA;2923050;BA;15380;0,967783388;B;0,878149353;A;1,527467044;C;C
Prefeitura Municipal de Novo Xingu - RS;4313466;RS;1727;0,113358537;A;0,937720835;B;0,04314306;A;B
Prefeitura Municipal de Novorizonte - MG;3145372;MG;5273;0,025864912;A;0,879053677;A;0,12466541;A;A
Prefeitura Municipal de Nuporanga - SP;3533601;SP;7386;0,089991032;A;0,943096689;B;0,731552461;A;B
Prefeitura Municipal de Óbidos - PA;1505106;PA;51964;0,371958432;A;0,982101629;C;;n.d.;n.d.
Prefeitura Municipal de Ocara - CE;2309458;CE;25557;0,257799248;A;0,934922309;B;;n.d.;n.d.
Prefeitura Municipal de Ocauçu - SP;3533700;SP;4287;;n.d.;-2,916335395;A;0,113513864;A;n.d.
Prefeitura Municipal de Oeiras - PI;2207009;PI;36971;0,226167602;A;0,949706069;B;0,643651109;A;B
Prefeitura Municipal de Oeiras do Pará - PA;1505205;PA;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Oiapoque - AP;1600501;AP;26627;;n.d.;1,04057215;C;1,490766771;C;n.d.
Prefeitura Municipal de Olaria - MG;3145406;MG;1775;0,015795476;A;0,901514228;B;1,654461518;C;C
Prefeitura Municipal de Óleo - SP;3533809;SP;2522;;n.d.;;n.d.;0;n.d.;n.d.
Prefeitura Municipal de Olho d'Água - PB;2510402;PB;6592;0,075285451;A;0,988948765;C;2,195856591;C;C
Prefeitura Municipal de Olho d'Água das Cunhãs - MA;2107407;MA;19448;0,377077692;A;1,502713436;C;0,598817754;A;C
Prefeitura Municipal de Olho d'Água das Flores - AL;2705705;AL;21437;0,078697188;A;0,861022944;A;;n.d.;n.d.
Prefeitura Municipal de Olho d'Água do Casado - AL;2705804;AL;9303;0,217519161;A;1,079180266;C;1,528001288;C;C
Prefeitura Municipal de Olho D'Água do Piauí - PI;2207108;PI;2449;;n.d.;1,026648458;C;0,021716099;A;n.d.
Prefeitura Municipal de Olho d'Água Grande - AL;2705903;AL;5117;0,066440864;A;0,952381772;C;;n.d.;n.d.
Prefeitura Municipal de Olho-d'Água do Borges - RN;2408409;RN;4272;0,046671585;A;0,988163158;C;2,943246012;C;C
Prefeitura Municipal de Olhos-d'Água - MG;3145455;MG;6018;0,010513312;A;0,975822943;C;;n.d.;n.d.
Prefeitura Municipal de Olímpia - SP;3533908;SP;54406;0,139242321;A;0,88843923;A;0,104810679;A;A
Prefeitura Municipal de Olímpio Noronha - MG;3145505;MG;2765;0,017924392;A;0,880039379;A;3,389841532;C;C
Prefeitura Municipal de Olinda - PE;2609600;PE;391835;0,088393869;A;0,994850546;C;4,656387637;C;C
Prefeitura Municipal de Olinda Nova do Maranhão - MA;2107456;MA;14563;0,012531341;A;1,262917694;C;1,224576123;C;C
Prefeitura Municipal de Olindina - BA;2923100;BA;28152;0,130342145;A;0,977906183;C;0,269052151;A;C
Prefeitura Municipal de Olivedos - PB;2510501;PB;3912;0,100155554;A;0,942305034;B;0,162873654;A;B
Prefeitura Municipal de Oliveira - MG;3145604;MG;41529;0,019791431;A;0,844806805;A;-0,006866056;C;C
Prefeitura Municipal de Oliveira de Fátima - TO;1715507;TO;1106;0,007860676;A;0,86705175;A;;n.d.;n.d.
Prefeitura Municipal de Oliveira dos Brejinhos - BA;2923209;BA;21838;0,967692239;B;0,7644167;A;1021958,07;C;C
Prefeitura Municipal de Oliveira Fortes - MG;3145703;MG;2136;0,018912797;A;0,950565465;C;0,101402173;A;C
Prefeitura Municipal de Olivença - AL;2706000;AL;11591;0,221199685;A;0,88787765;A;;n.d.;n.d.
Prefeitura Municipal de Onça de Pitangui - MG;3145802;MG;3144;0,021076103;A;0,906501531;B;1,617191486;C;C
Prefeitura Municipal de Onda Verde - SP;3534005;SP;4339;0,218388974;A;0,869598903;A;;n.d.;n.d.
Prefeitura Municipal de Oratórios - MG;3145851;MG;4647;0,003529099;A;0,874420326;A;0,496987191;A;A
Prefeitura Municipal de Oriente - SP;3534104;SP;6487;0,066148715;A;0,952110184;C;0,256497057;A;C
Prefeitura Municipal de Orindiúva - SP;3534203;SP;6935;0,053608605;A;0,872540659;A;0,003866957;A;A
Prefeitura Municipal de Oriximiná - PA;1505304;PA;72160;0,087624816;A;0,976873141;C;0,808020476;A;C
Prefeitura Municipal de Orizânia - MG;3145877;MG;7954;0,053914847;A;0,943813064;B;2,063483509;C;C
Prefeitura Municipal de Orizona - GO;5215306;GO;15502;0,075451979;A;0,943741688;B;0,225239484;A;B
Prefeitura Municipal de Orlândia - SP;3534302;SP;43687;0,047087331;A;0,886306286;A;1,09658105;C;C
Prefeitura Municipal de Orleans - SC;4211702;SC;22785;0,102423296;A;0,946638746;B;0,036748496;A;B
Prefeitura Municipal de Orobó - PE;2609709;PE;23833;0,352401807;A;0,912915695;B;0,935844031;A;B
Prefeitura Municipal de Orocó - PE;2609808;PE;14827;0,202760284;A;0,970670409;C;2,376462793;C;C
Prefeitura Municipal de Orós - CE;2309508;CE;21471;0,665242049;B;0,946848178;B;;n.d.;n.d.
Prefeitura Municipal de Ortigueira - PR;4117305;PR;22327;0,024351387;A;0,802726503;A;0,018625458;A;A
Prefeitura Municipal de Osasco - SP;3534401;SP;696850;0,443092851;A;0,915211379;B;0,315908452;A;B
Prefeitura Municipal de Oscar Bressane - SP;3534500;SP;2602;0,039771622;A;;n.d.;0,203000214;A;n.d.
Prefeitura Municipal de Osório - RS;4313508;RS;45557;0,156829952;A;0,878818365;A;0,313335159;A;A
Prefeitura Municipal de Osvaldo Cruz - SP;3534609;SP;32754;;n.d.;0,946935114;B;1,579239397;C;n.d.
Prefeitura Municipal de Otacílio Costa - SC;4211751;SC;18510;0,164892354;A;0,930557466;B;-6,652194796;C;C
Prefeitura Municipal de Ourém - PA;1505403;PA;17721;0,651721328;B;0,914905984;B;2,014087765;C;C
Prefeitura Municipal de Ouriçangas - BA;2923308;BA;8557;0,304138606;A;0,910040654;B;0,753169144;A;B
Prefeitura Municipal de Ouricuri - PE;2609907;PE;68939;0,909878274;B;1,93399511;C;14,45335099;C;C
Prefeitura Municipal de Ourilândia do Norte - PA;1505437;PA;32319;;n.d.;0,921777568;B;0,049717034;A;n.d.
Prefeitura Municipal de Ourinhos - SP;3534708;SP;112711;0,221862582;A;0,943948764;B;;n.d.;n.d.
Prefeitura Municipal de Ourizona - PR;4117404;PR;3430;0,015886869;A;0,954124154;C;-0,000244243;C;C
Prefeitura Municipal de Ouro - SC;4211801;SC;7317;0,035868986;A;0,944676604;B;0,000287317;A;B
Prefeitura Municipal de Ouro Branco - AL;2706109;AL;11456;0,122594354;A;1,044147806;C;;n.d.;n.d.
Prefeitura Municipal de Ouro Branco - MG;3145901;MG;39121;0,095542938;A;0,934336726;B;0,410322126;A;B
Prefeitura Municipal de Ouro Branco - RN;2408508;RN;4812;0,192286778;A;0,8925755;A;;n.d.;n.d.
Prefeitura Municipal de Ouro Fino - MG;3146008;MG;33481;0,068966604;A;0,88318097;A;0,620630178;A;A
Prefeitura Municipal de Ouro Preto - MG;3146107;MG;73994;0,031256262;A;0,930761662;B;0,967773471;A;B
Prefeitura Municipal de Ouro Preto do Oeste - RO;1100155;RO;36340;0,01865499;A;0,838210368;A;0,034738007;A;A
Prefeitura Municipal de Ouro Velho - PB;2510600;PB;3033;0,048249145;A;0,929974969;B;1,015337682;C;C
Prefeitura Municipal de Ouro Verde - SC;4211850;SC;2227;0,007352036;A;0,901594353;B;0,040859153;A;B
Prefeitura Municipal de Ouro Verde - SP;3534807;SP;8503;0,068182713;A;0,959818492;C;0,008355831;A;C
Prefeitura Municipal de Ouro Verde de Goiás - GO;5215405;GO;3797;0,083753143;A;0,921340354;B;0,848867701;A;B
Prefeitura Municipal de Ouro Verde de Minas - MG;3146206;MG;5954;0,093748721;A;0,967246423;C;3,058417858;C;C
Prefeitura Municipal de Ouro Verde do Oeste - PR;4117453;PR;5975;0,050901611;A;#NÚM!;C;0,064569344;A;C
Prefeitura Municipal de Ouroeste - SP;3534757;SP;10177;0,048493979;A;0,877556948;A;6,145026217;C;C
Prefeitura Municipal de Ourolândia - BA;2923357;BA;17389;0,503277275;A;0,924523758;B;3,251654037;C;C
Prefeitura Municipal de Ouvidor - GO;5215504;GO;6549;0,006309787;A;0,850718759;A;0,039544808;A;A
Prefeitura Municipal de Pacaembu - SP;3534906;SP;14130;0,058559535;A;0,976920149;C;1,283288669;C;C
Prefeitura Municipal de Pacajá - PA;1505486;PA;46986;0,644037552;B;0,968364545;C;;n.d.;n.d.
Prefeitura Municipal de Pacajus - CE;2309607;CE;71193;0,406997266;A;0,925218384;B;2,1812041;C;C
Prefeitura Municipal de Pacaraima - RR;1400456;RR;15580;;n.d.;1,850039729;C;0;n.d.;n.d.
Prefeitura Municipal de Pacatuba - CE;2309706;CE;83157;0,166286196;A;0,920718499;B;0,699957516;A;B
Prefeitura Municipal de Pacatuba - SE;2804904;SE;14347;0,236733246;A;0,964236657;C;2,393052072;C;C
Prefeitura Municipal de Paço do Lumiar - MA;2107506;MA;120621;;n.d.;3,519526973;C;0,528652147;A;n.d.
Prefeitura Municipal de Pacoti - CE;2309805;CE;12046;0,143713112;A;0,949015971;B;;n.d.;n.d.
Prefeitura Municipal de Pacujá - CE;2309904;CE;6246;0,636245669;B;0,930810619;B;1,052712228;C;C
Prefeitura Municipal de Padre Bernardo - GO;5215603;GO;33228;0,302723526;A;0,94130395;B;2,739660262;C;C
Prefeitura Municipal de Padre Carvalho - MG;3146255;MG;6332;0,074405439;A;0,936556142;B;2,246283254;C;C
Prefeitura Municipal de Padre Marcos - PI;2207207;PI;6862;;n.d.;0,897102055;A;2,103201901;C;n.d.
Prefeitura Municipal de Padre Paraíso - MG;3146305;MG;20052;0,028513682;A;0,926294617;B;;n.d.;n.d.
Prefeitura Municipal de Paes Landim - PI;2207306;PI;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Pai Pedro - MG;3146552;MG;6084;0,016280153;A;0,947708547;B;0,724663835;A;B
Prefeitura Municipal de Paial - SC;4211876;SC;1537;0,053196612;A;0,922543129;B;0,029727888;A;B
Prefeitura Municipal de Paiçandu - PR;4117503;PR;40777;0,043040344;A;0,961587881;C;;n.d.;n.d.
Prefeitura Municipal de Paim Filho - RS;4313607;RS;3880;0,06982571;A;0,901104875;B;0,852403872;A;B
Prefeitura Municipal de Paineiras - MG;3146404;MG;4510;0,292012626;A;0,971844178;C;3,139471319;C;C
Prefeitura Municipal de Painel - SC;4211892;SC;2363;0,067656683;A;0,910437048;B;0,285391603;A;B
Prefeitura Municipal de Pains - MG;3146503;MG;8270;0,110141545;A;0,97268078;C;0,75031669;A;C
Prefeitura Municipal de Paiva - MG;3146602;MG;1535;;n.d.;0,927590835;B;0,268138119;A;n.d.
Prefeitura Municipal de Pajeú do Piauí - PI;2207355;PI;3375;0,030757773;A;0,951997637;C;;n.d.;n.d.
Prefeitura Municipal de Palestina - AL;2706208;AL;4985;0,130277885;A;1,026551011;C;;n.d.;n.d.
Prefeitura Municipal de Palestina - SP;3535002;SP;12786;0,115163142;A;0,899509515;A;1,610935535;C;C
Prefeitura Municipal de Palestina de Goiás - GO;5215652;GO;3460;0,259460151;A;0,802028827;A;2,75028E-05;A;A
Prefeitura Municipal de Palestina do Pará - PA;1505494;PA;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Palhano - CE;2310001;CE;9348;1,325849143;B;0,991670299;C;;n.d.;n.d.
Prefeitura Municipal de Palhoça - SC;4211900;SC;168259;0,055903825;A;0,832951391;A;0,041827035;A;A
Prefeitura Municipal de Palma - MG;3146701;MG;6621;0,057034531;A;0,988990791;C;0,420485648;A;C
Prefeitura Municipal de Palma Sola - SC;4212007;SC;7475;0,044527997;A;0,917592889;B;0,06747464;A;B
Prefeitura Municipal de Palmácia - CE;2310100;CE;13214;0,736300334;B;205,7647397;C;3,488608625;C;C
Prefeitura Municipal de Palmares - PE;2610004;PE;62994;0,15795058;A;0,974644504;C;29,37086913;C;C
Prefeitura Municipal de Palmares do Sul - RS;4313656;RS;11306;0,050081734;A;0,873671748;A;0,739898501;A;A
Prefeitura Municipal de Palmares Paulista - SP;3535101;SP;13058;0,495673913;A;0,927974835;B;0,580848664;A;B
Prefeitura Municipal de Palmas - PR;4117602;PR;50198;0,040416572;A;0,899693874;A;0,17877928;A;A
Prefeitura Municipal de Palmas - TO;1721000;TO;291855;0,144127055;A;0,816135003;A;0,542594858;A;A
Prefeitura Municipal de Palmas de Monte Alto - BA;2923407;BA;21703;0,558794761;A;0,894073661;A;4,533009792;C;C
Prefeitura Municipal de Palmeira - PR;4117701;PR;33757;0,434971833;A;0,914334101;B;0,019984338;A;B
Prefeitura Municipal de Palmeira - SC;4212056;SC;2603;0,050148694;A;0,907225709;B;-77,12173307;C;C
Prefeitura Municipal de Palmeira das Missões - RS;4313706;RS;33481;0,481213198;A;0,817439076;A;8,980262029;C;C
Prefeitura Municipal de Palmeira do Piauí - PI;2207405;PI;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Palmeira d'Oeste - SP;3535200;SP;9340;0,017570633;A;0,943997044;B;0,021654893;A;B
Prefeitura Municipal de Palmeira dos Índios - AL;2706307;AL;73096;0,124831578;A;0,905050782;B;0,562121628;A;B
Prefeitura Municipal de Palmeirais - PI;2207504;PI;14488;0,248028448;A;1,071823926;C;9,139310701;C;C
Prefeitura Municipal de Palmeirândia - MA;2107605;MA;19661;;n.d.;0,937813656;B;;n.d.;n.d.
Prefeitura Municipal de Palmeirante - TO;1715705;TO;5919;0,087259783;A;1,019078026;C;0,025257471;A;C
Prefeitura Municipal de Palmeiras - BA;2923506;BA;8961;0,573702649;A;0,923366533;B;0,268154899;A;B
Prefeitura Municipal de Palmeiras de Goiás - GO;5215702;GO;28313;;n.d.;0,976675778;C;0,122251024;A;n.d.
Prefeitura Municipal de Palmeiras do Tocantins - TO;1713809;TO;6570;0,106513706;A;0,983832033;C;0,195399803;A;C
Prefeitura Municipal de Palmeirina - PE;2610103;PE;7789;0,035523985;A;1,11290393;C;11,89267921;C;C
Prefeitura Municipal de Palmeirópolis - TO;1715754;TO;7641;0,014928655;A;0,915878184;B;-0,013745643;C;C
Prefeitura Municipal de Palmelo - GO;5215801;GO;2380;0,73435999;B;0,965345688;C;5,797000608;C;C
Prefeitura Municipal de Palminópolis - GO;5215900;GO;3589;0,06227303;A;0,941711762;B;-0,772923925;C;C
Prefeitura Municipal de Palmital - PR;4117800;PR;13389;0,354669246;A;0,824334959;A;3,503441775;C;C
Prefeitura Municipal de Palmital - SP;3535309;SP;22168;0,04627216;A;0,969482276;C;;n.d.;n.d.
Prefeitura Municipal de Palmitinho - RS;4313805;RS;7058;0,155969799;A;0,936971357;B;0,325275386;A;B
Prefeitura Municipal de Palmitos - SC;4212106;SC;16182;;n.d.;0,847691052;A;0,032784723;A;n.d.
Prefeitura Municipal de Palmópolis - MG;3146750;MG;5671;0,34110082;A;0,941411912;B;;n.d.;n.d.
Prefeitura Municipal de Palotina - PR;4117909;PR;31564;0,078853259;A;0,828653897;A;0,018522426;A;A
Prefeitura Municipal de Panamá - GO;5216007;GO;2627;0,055429586;A;0,951797421;C;0,175817115;A;C
Prefeitura Municipal de Panambi - RS;4313904;RS;43170;0,110505231;A;0,793091601;A;0,754556904;A;A
Prefeitura Municipal de Pancas - ES;3204005;ES;23059;0,062026916;A;0,994397844;C;0,167094299;A;C
Prefeitura Municipal de Panelas - PE;2610202;PE;26492;0,184656647;A;0,930913578;B;0,095968183;A;B
Prefeitura Municipal de Panorama - SP;3535408;SP;15690;0,239333912;A;0,972722694;C;0,785790369;A;C
Prefeitura Municipal de Pantano Grande - RS;4313953;RS;9269;0,071060772;A;0,847996777;A;0,561683992;A;A
Prefeitura Municipal de Pão de Açúcar - AL;2706406;AL;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Papagaios - MG;3146909;MG;15543;0,044608908;A;0,939301468;B;1,408322417;C;C
Prefeitura Municipal de Papanduva - SC;4212205;SC;19218;0,088314415;A;0,874716394;A;1,432419255;C;C
Prefeitura Municipal de Paquetá - PI;2207553;PI;3953;0,062400186;A;1,047179576;C;0,134006614;A;C
Prefeitura Municipal de Pará de Minas - MG;3147105;MG;93101;0,145970082;A;0,899915561;A;0,731958432;A;A
Prefeitura Municipal de Paracambi - RJ;3303609;RJ;51815;0,296004007;A;;n.d.;0,436174231;A;n.d.
Prefeitura Municipal de Paracatu - MG;3147006;MG;92430;0,067213636;A;0,865283795;A;0,232636448;A;A
Prefeitura Municipal de Paracuru - CE;2310209;CE;34097;0,550878722;A;1,004331735;C;3,836708729;C;C
Prefeitura Municipal de Paragominas - PA;1505502;PA;111764;0,0008;A;0,942591544;B;0,354527291;A;B
Prefeitura Municipal de Paraguaçu - MG;3147204;MG;21418;0,033093929;A;0,967394763;C;0,190941644;A;C
Prefeitura Municipal de Paraguaçu Paulista - SP;3535507;SP;45455;0,231489533;A;0,889498677;A;1,347346623;C;C
